chain_detuning,channel_detuning,I_plus,I_minus,Delta_I,A_current,Iz_plus,Iz_minus,mu_probe_plus,mu_probe_minus,residual
0.19999999999999998,0.9999999999999999,0.18982439008261134,0.19030335623021086,-0.0004789661475995133,-0.0012600136460582203,0.013815265294589952,-0.020906199326808497,0.06513418526280447,0.06647023104890198,1.383042985692029e-13
0.19999999999999998,1.2,0.16490836311463006,0.1647821261382014,0.00012623697642866194,0.0003828954141648106,0.017086883401676266,-0.019419767903833034,0.078087164862248,0.07940708500859153,2.512746954952405e-14
0.19999999999999998,1.4,0.12591123313064584,0.12605564378281647,-0.00014441065217063453,-0.0005731334766681741,0.01897627501707569,-0.020840890989397128,0.07845687612555308,0.08154991888080138,1.5291931150171467e-09
0.39999999999999997,0.0,0.2295538632117256,0.2295427648230271,1.109838869850499e-05,2.417440691301454e-05,0.038761471373874395,-0.03865805702814213,0.07832364286889973,0.0783690271645411,1.5721492978987284e-09
0.39999999999999997,0.19999999999999998,0.22637201167243556,0.22640555340701515,-3.3541734579589644e-05,-7.407993939298635e-05,0.031150158288820173,-0.03181787904981009,0.07537407391925463,0.07587775008361423,3.029070050342142e-13
0.39999999999999997,0.39999999999999997,0.21928401187240376,0.21947352681654272,-0.0001895149441389632,-0.00043193547102405054,0.01939206911082329,-0.020582274748970772,0.06860649973573574,0.06922394411388073,8.442788447526883e-10
0.39999999999999997,0.6,0.20111906777945024,0.20129461723479708,-0.00017554945534684063,-0.0004362412658521426,0.019143771011900304,-0.02107285722840336,0.059077231250486036,0.059635097738073434,2.5833905162656046e-09
0.39999999999999997,0.7999999999999999,0.18370283474790522,0.18393565800093675,-0.00023282325303153328,-0.000633294003820732,0.026607800801143736,-0.029024921411046713,0.06377004581079875,0.06501213872610015,4.916972991958479e-10
0.39999999999999997,0.9999999999999999,0.18051927988322122,0.18108395539396252,-0.0005646755107412971,-0.0015615886575474085,0.02924934530477203,-0.027327672769641726,0.08022600272209646,0.08301257172232998,2.276989360949777e-13
0.39999999999999997,1.2,0.16271725540607082,0.16377295926643928,-0.001055703860368462,-0.003233493112274126,0.018357481094776387,-0.018703251338978596,0.07088370078180105,0.07353592374525975,6.624562010060231e-14
0.39999999999999997,1.4,0.1263581158231356,0.1263592838493788,-1.168026243197895e-06,-4.621867131869392e-06,0.010114285942918754,-0.015483937569509701,0.07223856679790942,0.07400998819277683,9.389994511110888e-11
0.6,0.0,0.23234094074277703,0.2322946470949374,4.629364783961809e-05,9.963431353817715e-05,0.03719468096537071,-0.03710745428943505,0.07728526443568914,0.07733799691288645,1.960363585004621e-09
0.6,0.19999999999999998,0.22036356406503527,0.22045878922872866,-9.522516369339651e-05,-0.00021601709391977787,0.024637309559966267,-0.025055014517306642,0.0702137634241902,0.07064642627167407,1.6479873021779667e-15
0.6,0.39999999999999997,0.2009688758106678,0.2011599685098291,-0.00019109269916128824,-0.00047520266665821977,0.019177814564943257,-0.019519578042538885,0.05815160227950012,0.058536318965269084,3.6360706112681385e-12
0.6,0.6,0.18155421726747312,0.18174681955233266,-0.00019260228485953879,-0.0005301451560543382,0.022564487947027013,-0.02323079179108934,0.060221696344033675,0.060622933967439015,5.666127289583045e-14
0.6,0.7999999999999999,0.1751993865177193,0.17536122007666616,-0.00016183355894686113,-0.0004616421694355119,0.030408717910719685,-0.027031289621275163,0.07795690114766966,0.07942931637436343,1.657701753643437e-14
0.6,0.9999999999999999,0.16060530389683994,0.16114242849117094,-0.000537124594331001,-0.0016693966740479057,0.032228948833350674,-0.027022776861358542,0.06940034137938866,0.07197675636352638,7.727716036520782e-13
0.6,1.2,0.14589387984364147,0.14633210142549744,-0.0004382215818559687,-0.0014995982901751931,0.024764748752930523,-0.024490498505494215,0.06870729976844142,0.07161113407139821,7.766714988158285e-10
0.6,1.4,0.13306714710313586,0.13330073443677457,-0.00023358733363870732,-0.000876935057966846,0.012840506093359261,-0.017259841542666264,0.07170890362531074,0.07302589121420303,5.002855768543313e-14
0.7999999999999999,0.0,0.2308347791555598,0.23082051124167602,1.4267913883786454e-05,3.090599020647957e-05,0.02184824734482329,-0.021937302256385807,0.07000318363550326,0.0699928786385597,2.061208465194142e-09
0.7999999999999999,0.19999999999999998,0.20731304498463304,0.20739200617374928,-7.896118911623895e-05,-0.00019040324899752053,0.02548762936666137,-0.025415615989948903,0.06028510015746085,0.06058553340626334,1.4976331633165252e-10
0.7999999999999999,0.39999999999999997,0.18258088633193234,0.18267073166780828,-8.984533587594323e-05,-0.0002459820338865879,0.028383616748976263,-0.02828128948282704,0.06194594058040253,0.062371684377420036,2.354317643615822e-10
