polarization,I_plus,I_minus,Delta_I,A_current,Iz_plus,Iz_minus,mu_probe_plus,mu_probe_minus,residual
0.0,0.17207258652300775,0.17207258652300775,0.0,0.0,0.000430899334470689,0.000430899334470689,0.09049439643919097,0.09049439643919097,3.550861688017548e-11
0.1,0.17170823033106464,0.17188548047394456,-0.00017725014287992003,-0.0005158713250735552,0.001170829688052536,-0.00032249811943631105,0.08997043544071533,0.09032376143245162,3.416548988166568e-11
0.2,0.17076800449168095,0.17112171128869957,-0.00035370679701862695,-0.00103456401492298,0.002199898670065409,-0.001392456895405308,0.08871224981542573,0.08943455231023154,2.9087086905743575e-11
0.35,0.1680907370000319,0.1687039766247749,-0.000613239624742995,-0.0018208113130485503,0.00503623326837448,-0.0043448350098123645,0.08518806778970721,0.08653220914584926,1.1941468647247433e-11
0.5,0.16336187974129918,0.16421585608403,-0.0008539763427308222,-0.0026069425645770354,0.010787762684050762,-0.010284791292846781,0.07898830695182826,0.08110905743624876,1.5338563752465006e-11
0.65,0.1554228000135475,0.1564634181022344,-0.001040618088686912,-0.003336531171443434,0.021864612394663006,-0.021628531112393642,0.06859723305350214,0.071787031599683,6.962758147821546e-11
0.8,0.14189743227535834,0.14298263169189918,-0.0010851994165408385,-0.0038093203203772275,0.042797877518579296,-0.04289847568417766,0.05094646502895409,0.055790089445784195,5.590130719435038e-10
0.95,0.11751135503865502,0.11829170412386994,-0.0007803490852149181,-0.003309325536260622,0.08353451719376978,-0.08398147876210235,0.019132226886556625,0.026963240002414665,1.344139861914062e-09
